item_id,source_page,independent_reviewer,label_source,construction_valid,construction_option_clue,arm,permutation_seed,model_id,prompt_version,critic_valid,probe_choice,accepted,key_correct,input_tokens,output_tokens,latency_ms,error
12085b8e6f3d8d5e905980ede9154f2c,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,4,false,true,2164,207,3931.2,
12085b8e6f3d8d5e905980ede9154f2c,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2080,207,3885.2,
1d8ea2795ba2e811825a9aae2c7a7cf7,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1728,114,2352.8,
1d8ea2795ba2e811825a9aae2c7a7cf7,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,4,false,true,2406,129,2788.6,
1d8ea2795ba2e811825a9aae2c7a7cf7,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,4,true,true,2307,129,2840.4,
35f7b8c9be73c883b9a90db7f161a55c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1731,192,3621.7,
35f7b8c9be73c883b9a90db7f161a55c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,4,false,true,2382,207,4131.2,
35f7b8c9be73c883b9a90db7f161a55c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2312,207,4143.6,
3a2a4640b9716bdca3622de3aef77580,demo/cuaderno-fracciones.png,none,construction,false,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,false,1683,148,2410.3,
3a2a4640b9716bdca3622de3aef77580,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,4,false,false,2322,163,2910.3,
3a2a4640b9716bdca3622de3aef77580,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,false,2220,163,2906.2,
3b2a5e3d44d8b431d575bcdef05075ea,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1669,193,3610.6,
3b2a5e3d44d8b431d575bcdef05075ea,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,1,false,true,2303,208,4121.7,
3b2a5e3d44d8b431d575bcdef05075ea,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2221,208,4100.8,
441ea3cb1ac14ae483a00f23d3514839,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1690,200,4937.9,
441ea3cb1ac14ae483a00f23d3514839,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,2,false,true,2362,215,5450.1,
441ea3cb1ac14ae483a00f23d3514839,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,2,false,true,2262,215,5533.8,
4b50f19f9021e40b24b5e5d17ea8a8dd,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1568,119,2121.9,
4b50f19f9021e40b24b5e5d17ea8a8dd,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,4/10,false,true,2165,137,2618.7,
4b50f19f9021e40b24b5e5d17ea8a8dd,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,4/10,false,true,2089,137,2635.6,
50de6cdf420ba0a10564ce3d68e1858d,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1658,145,2443.6,
50de6cdf420ba0a10564ce3d68e1858d,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,2,false,true,2264,160,3028.0,
50de6cdf420ba0a10564ce3d68e1858d,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2179,160,2973.1,
518f487c51f2f963d263546b103637a1,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1770,206,3520.6,
518f487c51f2f963d263546b103637a1,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,1,false,true,2464,221,4018.8,
518f487c51f2f963d263546b103637a1,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2364,221,3948.3,
879c00bc7e2e1c6323181b1426fe3d89,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1609,214,4179.8,
879c00bc7e2e1c6323181b1426fe3d89,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,2,false,true,2213,229,4682.2,
879c00bc7e2e1c6323181b1426fe3d89,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2127,229,4682.5,
89368b04ac703497f802065d99a1ae02,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1747,151,2814.6,
89368b04ac703497f802065d99a1ae02,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,3,false,true,2446,166,3310.5,
89368b04ac703497f802065d99a1ae02,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2345,166,3296.2,
9238233584218272b1979f1c50667d69,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1657,143,3141.6,
9238233584218272b1979f1c50667d69,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,1,false,true,2291,158,3696.4,
9238233584218272b1979f1c50667d69,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2195,158,3638.0,
965cecb1a18904f8906e157b8f997c57,demo/cuaderno-fracciones.png,none,construction,false,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,false,1678,256,4355.1,
965cecb1a18904f8906e157b8f997c57,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,3,false,false,2318,271,4862.1,
965cecb1a18904f8906e157b8f997c57,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,false,2236,271,4802.7,
a9e059effc8b9354d599ba1148777e8c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1654,142,2374.3,
a9e059effc8b9354d599ba1148777e8c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,2,false,true,2271,157,2860.4,
a9e059effc8b9354d599ba1148777e8c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2188,157,2890.7,
b4590b83a7cdbf4da21803a093a19f0e,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1769,212,3619.9,
b4590b83a7cdbf4da21803a093a19f0e,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,"Sí, porque 6 ÷ 2 = 3 y 10 ÷ 2 = 5, y dividir arriba y abajo por el mismo número es la misma regla al revés.",false,true,2450,268,4245.2,
b4590b83a7cdbf4da21803a093a19f0e,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2358,227,4106.7,
b561313ef9779c874e890cbe7d7e0218,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1609,167,2954.8,
b561313ef9779c874e890cbe7d7e0218,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,2,true,true,2213,182,3457.5,
b561313ef9779c874e890cbe7d7e0218,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2127,182,3466.0,
b5da82cc2b91d6f3d933fa09394bea9b,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1568,119,2216.4,
b5da82cc2b91d6f3d933fa09394bea9b,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,4/4,false,true,2160,136,2737.7,
b5da82cc2b91d6f3d933fa09394bea9b,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,1/4,false,true,2085,136,2713.5,
ba12d9fa69185b0ad1061f54e0293690,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1723,206,3917.8,
ba12d9fa69185b0ad1061f54e0293690,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,"1/4, 3/4, 1/2",false,true,2406,233,4444.4,
ba12d9fa69185b0ad1061f54e0293690,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2311,221,4610.5,
c28c2f00a6a885fe39b4f2735d81f606,demo/cuaderno-fracciones.png,none,construction,false,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,false,1654,160,2943.3,
c28c2f00a6a885fe39b4f2735d81f606,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,"3/4, porque 3/4 > 2/4",false,false,2292,188,3482.3,
c28c2f00a6a885fe39b4f2735d81f606,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,false,2203,175,3515.2,
c46678d3078fa7e30f897bec3a9df419,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1633,150,2667.6,
c46678d3078fa7e30f897bec3a9df419,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,3/4,true,true,2250,167,3170.3,
c46678d3078fa7e30f897bec3a9df419,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2150,165,3190.3,
c86dfb29c904724c6999cd1194ae5252,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1667,188,3764.3,
c86dfb29c904724c6999cd1194ae5252,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,2,false,true,2309,203,4242.4,
c86dfb29c904724c6999cd1194ae5252,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2223,203,4257.4,
d4dacc23f1cf66b8f40476e0f69ea6cd,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1613,160,3217.3,
d4dacc23f1cf66b8f40476e0f69ea6cd,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,2/4,false,true,2232,177,3697.6,
d4dacc23f1cf66b8f40476e0f69ea6cd,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2130,175,3725.0,
e015b831752d398242c6567fd4454350,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1615,136,2288.7,
e015b831752d398242c6567fd4454350,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,3,false,true,2234,151,2779.7,
e015b831752d398242c6567fd4454350,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2128,151,2786.7,
e902a5238185e70743a54ba58142c4d4,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1703,227,4290.6,
e902a5238185e70743a54ba58142c4d4,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,2,false,true,2344,242,4767.3,
e902a5238185e70743a54ba58142c4d4,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2256,242,4766.3,
f0e8a3af1bcd69c05c508d1d2da5514b,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1761,277,5666.8,
f0e8a3af1bcd69c05c508d1d2da5514b,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,1,false,true,2444,292,6107.4,
f0e8a3af1bcd69c05c508d1d2da5514b,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,1,false,true,2354,292,6092.3,
f862834717912e527b35a5701a8435db,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1641,166,3287.1,
f862834717912e527b35a5701a8435db,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,2,true,true,2269,181,3778.4,
f862834717912e527b35a5701a8435db,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2163,181,3796.3,
f8ce93b565e5dbcf6ae0549503c2dfc3,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,1,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1575,293,5368.8,
f8ce93b565e5dbcf6ae0549503c2dfc3,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,3,false,true,2165,308,5794.1,
f8ce93b565e5dbcf6ae0549503c2dfc3,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,1,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2092,308,5867.7,
045455e0ea6ae9a95f899da5e097eb75,demo/cuaderno-fracciones.png,none,construction,false,false,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,false,1634,170,2942.2,
045455e0ea6ae9a95f899da5e097eb75,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_forced_choice_veto,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,2,false,false,2245,185,3443.7,
045455e0ea6ae9a95f899da5e097eb75,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_advisory_probe,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,false,2145,185,3450.6,
04ae437d166540574062a665a1883aea,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1665,144,2640.7,
04ae437d166540574062a665a1883aea,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,4,false,true,2281,159,3108.1,
04ae437d166540574062a665a1883aea,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2194,159,3109.2,
104d8fabd8f455246d370c87561f62e6,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1696,236,4335.1,
104d8fabd8f455246d370c87561f62e6,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,"Pedro, porque 1/2 = 4/8 y 4/8 > 3/8",false,true,2349,272,4906.5,
104d8fabd8f455246d370c87561f62e6,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2249,251,4804.2,
12085b8e6f3d8d5e905980ede9154f2c,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1571,162,2923.8,
12085b8e6f3d8d5e905980ede9154f2c,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,4,false,true,2164,177,3420.0,
12085b8e6f3d8d5e905980ede9154f2c,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2080,177,3434.6,
1d8ea2795ba2e811825a9aae2c7a7cf7,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,true,,true,true,1728,123,2669.5,
1d8ea2795ba2e811825a9aae2c7a7cf7,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_forced_choice_veto,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,true,3,false,true,2406,138,3208.9,
1d8ea2795ba2e811825a9aae2c7a7cf7,demo/cuaderno-fracciones.png,none,construction,true,false,critic_plus_advisory_probe,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,true,UNKNOWN,true,true,2307,138,3157.3,
35f7b8c9be73c883b9a90db7f161a55c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1731,224,4440.0,
35f7b8c9be73c883b9a90db7f161a55c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_forced_choice_veto,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,4,false,true,2382,239,4978.2,
35f7b8c9be73c883b9a90db7f161a55c,demo/cuaderno-fracciones.png,none,construction,false,true,critic_plus_advisory_probe,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,true,2312,239,4852.0,
3a2a4640b9716bdca3622de3aef77580,demo/cuaderno-fracciones.png,none,construction,false,false,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,false,1683,155,4284.3,
3a2a4640b9716bdca3622de3aef77580,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_forced_choice_veto,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v1,false,3,false,false,2322,170,4781.6,
3a2a4640b9716bdca3622de3aef77580,demo/cuaderno-fracciones.png,none,construction,false,false,critic_plus_advisory_probe,2,us.anthropic.claude-sonnet-4-6+us.amazon.nova-micro-v1:0,critic:v1+probe:v2-advisory,false,UNKNOWN,false,false,2220,170,4775.2,
3b2a5e3d44d8b431d575bcdef05075ea,demo/cuaderno-fracciones.png,none,construction,true,false,critic_only,2,us.anthropic.claude-sonnet-4-6,critic:v1,false,,false,true,1669,170,4052.5,
